MGRNU,HOL,VEL,AW_SN_QUA,N_LENX_CDE,GU_CDE,lat,lon
06-0000001403,5,8,0,2,440,37.57103915,126.9341151
06-0000001406,5,8,2,2,440,37.57098401,126.961783
06-0000001407,5,8,0,2,440,37.57082405,126.961949
06-0000001409,5,8,4,6,440,37.57069874,126.9595181
06-0000001515,5,8,4,2,110,37.54734088,126.9369602
06-0000001517,5,8,2,2,110,37.54727994,126.9472172
06-0000001518,5,8,2,2,110,37.54731547,126.9578356
06-0000001393,5,8,2,2,440,37.57147835,126.9748624
06-0000000685,5,8,0,1,380,37.57974523,126.9163665
06-0000000687,5,8,4,6,380,37.62714028,126.9199617
06-0000000613,5,8,1,1,410,37.61426261,126.9176108
06-0000001038,5,8,4,2,440,37.55290863,126.9187356
06-0000001259,5,8,2,2,440,37.55268755,126.906519
06-0000001333,5,8,4,2,440,37.54294421,126.954787
06-0000001665,5,8,0,1,410,37.54254571,126.9468409
06-0000001336,5,8,0,2,440,37.59172937,126.9444633
06-0000000233,5,8,2,2,380,37.59797094,126.9103599
06-0000000234,5,8,4,6,380,37.59777872,126.9184909
06-0000000311,5,8,4,6,380,37.62761711,127.0778552
06-0000000015,5,8,4,6,170,37.59872243,126.9295895
06-0000000128,5,8,1,1,110,37.59839219,126.911879
06-0000000225,5,8,4,1,560,37.58906661,126.9227302
06-0000000319,5,8,4,6,380,37.60777057,126.9579162
06-0000000135,5,8,1,1,410,37.5700619,126.9885667
06-0000000139,5,8,4,1,350,37.55737013,126.9300746
06-0000000324,5,8,2,2,410,37.59773413,126.9184539
06-0000000325,5,8,2,2,380,37.59770506,126.9185096
06-0000000046,5,8,0,1,140,37.57165772,126.8028306
06-0000000047,5,8,1,1,140,37.57111876,126.8037831
06-0000000048,5,8,0,1,140,37.52157382,126.8401864
06-0000000049,5,8,1,1,140,37.60713767,126.9329981
06-0000000469,5,8,0,1,380,37.56345449,126.9257614
06-0000000556,5,8,2,2,380,37.5632446,126.9212664
06-0000000641,5,8,2,6,380,37.57589482,126.9564526
06-0000000473,5,8,4,6,410,37.56315074,126.9210745
06-0000000479,5,8,2,6,410,37.5764651,126.985682
06-0000000565,5,8,2,2,380,37.57522385,126.8956665
06-0000000978,5,8,0,1,440,37.57336826,126.9974995
06-0000000785,5,8,0,1,110,37.56475696,126.9071834
06-0000000786,5,8,2,2,380,37.57574373,126.8837682
06-0000000889,0,0,0,1,440,37.56073256,126.9021942
06-0000000891,0,0,4,1,260,37.56046408,126.9161598
06-0000000892,5,8,4,6,440,37.56041629,126.9164889
06-0000000979,5,8,4,2,440,37.59939132,126.915795
06-0000000984,5,8,2,2,440,37.57142843,126.9044505
06-0000000985,5,8,4,2,440,37.57139165,126.9041957
06-0000000787,5,8,1,1,110,37.57121136,126.9041923
06-0000000788,5,8,0,1,110,37.5600463,126.9026823
06-0000003710,5,8,1,1,650,37.47396087,126.9336146
06-0000003821,5,8,1,1,620,37.49012358,127.0085288
06-0000003921,5,8,2,1,650,37.53541564,127.1224436
06-0000003592,5,8,2,1,500,37.47510303,126.9366838
06-0000003593,5,8,4,1,500,37.48706996,127.010308
06-0000003595,5,8,4,1,710,37.51978502,126.8602504
06-0000003596,5,8,4,1,710,37.56025363,126.841373
06-0000004203,5,8,1,1,540,37.44717439,126.9034569
06-0000004204,5,8,2,1,650,37.48754057,126.9286518
06-0000004316,5,8,1,1,620,37.48525586,126.9294801
06-0000004317,5,8,1,1,620,37.48465713,126.9323259
06-0000004318,5,8,1,1,620,37.48451472,126.9323586
06-0000004320,5,8,4,1,620,37.48706421,126.9892312
06-0000004321,5,8,4,1,590,37.49715851,126.9833399
06-0000004322,0,0,4,1,320,37.49746521,126.9837717
06-0000004432,5,8,4,1,540,37.49749004,126.9852557
06-0000004110,5,8,0,1,620,37.49660641,126.9855807
06-0000004111,5,8,4,1,620,37.4965937,126.9854051
06-0000004112,5,8,4,6,620,37.61239352,126.9172947
06-0000004302,5,8,2,1,620,37.48689664,126.9462246
06-0000004420,5,8,0,1,540,37.66273145,127.046445
06-0000001519,5,8,2,2,110,37.54346368,126.9476334
06-0000001520,5,8,2,2,110,37.54345033,126.9377093
06-0000001521,5,8,4,6,110,37.54328291,126.9525026
06-0000001891,5,8,4,3,110,37.58037901,126.9713686
06-0000001893,5,8,2,2,110,37.58004086,126.9801185
06-0000001967,5,8,0,1,110,37.57990649,126.9809263
06-0000001969,5,8,2,2,110,37.57503124,126.9868554
06-0000002048,5,8,0,1,470,37.57497512,126.9682503
06-0000002049,5,8,4,2,110,37.58037592,126.9363081
06-0000002050,5,8,0,1,380,37.58058014,126.9360244
06-0000002051,5,8,1,1,380,37.58172945,126.9358245
06-0000002052,5,8,1,1,380,37.58153193,126.9355536
06-0000001762,5,8,4,6,140,37.58134738,126.9352973
06-0000001764,5,8,2,2,410,37.58214783,126.9360663
06-0000001765,5,8,2,2,410,37.58233354,126.9363036
06-0000001766,5,8,0,1,410,37.58278056,126.936322
06-0000001768,0,0,2,2,410,37.56130132,126.9396409
06-0000001769,5,8,4,2,140,37.56130961,126.9417105
06-0000001895,5,8,4,2,110,37.56127755,126.9381766
06-0000001896,5,8,0,2,110,37.56130897,126.9618423
06-0000000657,5,8,2,6,380,37.58235694,126.9078184
06-0000000326,5,8,4,6,380,37.5976164,126.9202934
06-0000000328,5,8,2,2,410,37.58900709,126.9365486
06-0000000330,5,8,2,2,380,37.58885295,126.9130685
06-0000000331,5,8,0,2,410,37.5887211,126.9128782
06-0000000432,5,8,2,2,380,37.58027154,126.9360442
06-0000000433,5,8,4,2,380,37.5802455,126.9282013
06-0000000510,5,8,2,2,380,37.61915783,126.915381
06-0000000619,5,8,2,2,380,37.61359116,126.9115733
06-0000000623,5,8,0,2,380,37.53998446,126.943651
06-0000000684,5,8,2,2,380,37.61325105,126.9176087
06-0000000628,5,8,0,2,380,37.57913089,126.9175537
06-0000000688,5,8,4,6,380,37.61887722,126.9202515
06-0000000690,5,8,2,2,380,37.61879033,126.9209885
06-0000000691,5,8,0,1,380,37.47940614,127.050665
06-0000000449,5,8,4,6,410,37.61278633,126.9237071
06-0000000452,5,8,2,2,410,37.57861874,126.9312781
06-0000000453,5,8,2,2,410,37.57855866,126.9010681
06-0000000455,5,8,4,2,410,37.57853252,126.9316625
06-0000000456,5,8,4,2,410,37.57856709,126.9086956
06-0000000633,5,8,4,6,380,37.62665234,126.9290197
06-0000000634,0,0,0,1,440,37.62634366,126.9187048
06-0000000835,5,8,2,2,410,37.60339728,126.9104021
06-0000000838,5,8,4,2,410,37.57314405,126.9204516
06-0000000952,0,0,4,6,440,37.57214557,126.9216066
06-0000000953,0,0,4,6,440,37.57117081,126.913694
06-0000000768,5,8,4,2,380,37.56506313,126.9196535
06-0000000769,5,8,4,2,380,37.56529515,126.8952203
06-0000000840,5,8,2,2,410,37.56452166,126.9026692
06-0000000841,5,8,4,2,410,37.56405091,126.8990121
06-0000000842,5,8,2,2,410,37.58022154,126.9850336
06-0000000844,5,8,2,2,410,37.60281029,126.9209124
06-0000000845,5,8,2,2,410,37.60255688,126.9158288
06-0000000847,5,8,4,2,410,37.56860358,126.9165836
06-0000000955,5,8,4,6,440,37.54226075,126.9464223
06-0000000956,0,0,0,1,440,37.54111249,126.9459428
06-0000000957,5,8,4,2,440,37.58504543,126.882084
06-0000000958,5,8,4,2,440,37.57303269,126.9977368
06-0000000960,5,8,2,2,440,37.52372957,126.933477
06-0000000961,5,8,4,6,440,37.56411296,126.9074834
06-0000001282,0,0,4,6,440,37.54817974,126.9473384
06-0000001283,5,8,0,1,440,37.5480746,126.9420904
06-0000001361,5,8,4,2,440,37.5454013,126.930723
06-0000004087,0,0,4,6,350,37.47918442,126.9474332
06-0000004092,5,8,1,1,650,37.48691317,126.9741552
06-0000004308,5,8,1,1,590,37.66269989,127.0468385
06-0000004833,5,8,1,1,530,37.49927481,126.8838073
06-0000004834,5,8,4,6,530,37.49110191,126.9078989
06-0000004835,5,8,0,1,530,37.49071456,126.9075868
06-0000004528,5,8,2,1,620,37.47637596,126.8833827
06-0000004065,5,8,0,1,590,37.48461808,126.9127196
06-0000004389,5,8,4,1,620,37.48181211,126.9491729
06-0000004069,5,8,1,1,650,37.51873945,126.9340135
06-0000004170,0,0,1,1,530,37.52826691,126.9214997
06-0000004290,5,8,0,1,620,37.52149083,126.9352279
06-0000004396,5,8,0,1,590,37.49872299,126.8291277
06-0000004070,5,8,4,1,650,37.49804769,126.8824218
06-0000004176,5,8,0,1,620,37.52990603,126.9187467
06-0000004292,5,8,0,1,620,37.49331046,126.8271302
06-0000004298,5,8,1,1,620,37.50393241,126.8808487
06-0000004405,5,8,1,1,620,37.47674224,126.8832149
06-0000004409,5,8,1,1,620,37.5321666,126.9214549
06-0000003313,5,8,1,1,710,37.54236919,127.06411
06-0000000723,5,8,4,2,380,37.62093178,126.9166212
06-0000000593,5,8,2,2,380,37.61586974,126.9329758
06-0000000719,5,8,0,1,110,37.540997,126.9475058
06-0000000662,5,8,0,1,380,37.62023655,126.9161882
06-0000000413,5,8,1,1,140,37.61509004,126.9128803
06-0000000602,5,8,2,2,380,37.58150044,126.9144474
06-0000000671,5,8,2,2,380,37.64301526,126.9147766
06-0000000418,5,8,2,2,380,37.56696081,126.9310224
06-0000000420,5,8,4,2,410,37.56680461,126.9310497
06-0000000423,5,8,4,2,410,37.61447945,126.9260985
06-0000000424,5,8,4,6,410,37.6144263,126.9102109
06-0000000487,0,0,0,1,440,37.61440271,126.9177987
06-0000000489,5,8,4,2,380,37.58128672,126.9045077
06-0000000498,5,8,4,2,380,37.58112382,126.9122817
06-0000000606,5,8,4,6,380,37.5811179,126.9351676
06-0000000607,5,8,0,1,380,37.58096145,126.9123233
06-0000001148,5,8,4,2,440,37.5537414,126.9103784
06-0000001149,5,8,4,2,440,37.55012296,126.9440648
06-0000001150,5,8,4,2,440,37.55015964,126.9552858
06-0000001152,5,8,0,1,440,37.55844892,126.9232848
06-0000001153,5,8,4,2,440,37.55841322,126.9235079
06-0000000910,5,8,4,6,440,37.60909376,126.9161587
06-0000000914,0,0,0,1,440,37.60734655,126.9152745
06-0000000802,5,8,4,1,380,37.57241267,126.8033026
06-0000000921,5,8,0,2,440,37.56655261,126.8952748
06-0000000804,5,8,1,1,380,37.60697518,126.919192
06-0000000807,5,8,1,1,170,37.57644138,126.9114394
06-0000000808,5,8,1,1,170,37.57655776,126.9252754
06-0000000809,5,8,0,1,380,37.57651341,126.9033307
06-0000000925,5,8,2,2,440,37.56605749,126.8977693
06-0000000926,5,8,2,6,440,37.60867343,126.9205876
06-0000000927,5,8,4,2,440,37.60867417,126.9264504
06-0000000729,5,8,4,6,380,37.60849509,126.9287026
06-0000000747,5,8,2,6,380,37.60787019,126.9247843
06-0000000748,5,8,4,2,380,37.60624693,126.9182665
06-0000000811,5,8,2,2,410,37.60617084,126.9228038
06-0000000814,5,8,4,2,410,37.57667007,126.9033995
06-0000001429,5,8,0,1,440,37.54596557,126.9466067
06-0000001431,5,8,0,1,440,37.54213006,126.9511569
06-0000001432,5,8,4,6,440,37.54203918,126.9489435
06-0000001538,5,8,0,2,410,37.5418922,126.9407604
06-0000001541,5,8,0,2,410,37.54182293,126.9557044
06-0000001363,5,8,4,2,440,37.54548616,126.9321211
06-0000001364,0,0,4,1,200,37.54544837,126.9513113
06-0000001365,5,8,1,2,440,37.54543945,126.9316312
06-0000001660,5,8,2,2,110,37.58884487,126.9438231
06-0000001341,5,8,4,6,440,37.54884962,126.91335
06-0000001435,5,8,0,1,440,37.54571451,126.9273821
06-0000001347,5,8,2,2,440,37.54138796,126.945443
06-0000001446,5,8,4,1,440,37.54866156,126.9315755
06-0000001550,5,8,4,6,410,37.54564465,126.9398998
06-0000001555,5,8,4,1,410,37.58613743,126.9502578
06-0000001559,5,8,2,2,410,37.54878333,126.9131734
06-0000001565,5,8,0,1,410,37.58446625,126.943796
06-0000000249,5,8,4,6,410,37.52372793,126.8490976
06-0000000041,5,8,2,1,500,37.58649718,126.9121025
06-0000000050,5,8,1,1,140,37.60620745,126.9311748
06-0000000972,5,8,2,2,440,37.56197448,126.9273163
06-0000000980,5,8,4,2,440,37.57174568,126.9048229
06-0000000954,5,8,4,6,440,37.57036938,126.9131728
06-0000000846,5,8,4,6,410,37.57807277,126.9855723
06-0000001281,5,8,0,2,440,37.54816426,126.9177947
06-0000003395,5,8,4,1,710,37.48648181,126.9897512
06-0000003397,5,8,1,1,710,37.48642154,126.9895041
06-0000003398,5,8,1,1,710,37.5399491,127.0504121
06-0000003399,5,8,1,1,710,37.49010806,127.1282376
06-0000003400,5,8,3,1,710,37.49011962,127.1282571
06-0000003497,5,8,0,1,650,37.48983808,127.1283383
06-0000003498,5,8,0,1,650,37.49048101,127.1278918
06-0000003499,5,8,4,1,650,37.50864202,126.8644358
06-0000003208,5,8,4,1,710,37.50854353,126.8647565
06-0000003201,5,8,2,1,710,37.540331,127.1526525
06-0000004006,5,8,4,1,620,37.55855946,126.8571802
06-0000003827,5,8,4,1,620,37.51919878,127.1332043
06-0000004205,5,8,1,1,590,37.48747958,126.9288274
06-0000004108,5,8,0,1,620,37.49757098,126.9853181
06-0000004193,5,8,4,1,540,37.48293518,126.9451134
06-0000004279,5,8,4,6,650,37.49374001,126.8584336
06-0000004174,0,0,1,1,530,37.52823276,126.9183458
06-0000003496,5,8,0,1,650,37.47174715,126.9831373
06-0000003211,5,8,4,1,710,37.50918023,126.8669923
06-0000003212,5,8,4,1,710,37.53326787,126.8755174
06-0000001145,5,8,2,2,440,37.55008833,126.9320339
06-0000001009,5,8,4,2,440,37.55397256,126.9350886
06-0000001316,5,8,4,2,440,37.57129666,126.9335687
06-0000001514,5,8,2,2,110,37.57065242,126.9596731
06-0000001966,5,8,2,2,110,37.5799864,126.979936
06-0000001763,5,8,2,2,410,37.58120922,126.9354766
06-0000001897,5,8,2,2,110,37.56115634,126.955938
06-0000000600,0,0,4,6,0,37.62055623,126.9192607
06-0000000422,5,8,2,2,410,37.62016258,126.9162185
06-0000001085,5,8,4,2,440,37.55377594,126.9102045
06-0000001239,5,8,2,2,440,37.56106388,126.9859969
06-0000001240,5,8,0,1,440,37.55829258,126.8950789
06-0000001244,5,8,4,2,440,37.55610042,126.8988147
06-0000001014,5,8,2,2,440,37.55376723,126.9343967
06-0000001015,0,0,0,1,440,37.55363363,126.9283298
06-0000001020,5,8,2,2,440,37.55347583,126.9319958
06-0000001021,5,8,4,6,440,37.55339867,126.9568564
06-0000001022,5,8,4,6,440,37.55337116,126.9259674
06-0000001089,5,8,4,6,440,37.55793248,126.9231142
06-0000001154,5,8,2,6,440,37.55788899,126.9084831
06-0000001543,0,0,4,6,410,37.59065382,126.9410703
06-0000001324,5,8,2,2,440,37.54700544,126.943925
06-0000001523,5,8,4,2,110,37.59556796,126.9486863
06-0000001640,5,8,2,2,410,37.56908087,126.9191042
06-0000001645,5,8,2,2,410,37.56877335,126.9187854
06-0000001326,5,8,4,2,440,37.5431171,126.9288053
06-0000001422,5,8,2,2,440,37.59435351,126.9483686
06-0000001652,5,8,2,2,410,37.56982408,126.9334386
06-0000001330,5,8,2,2,440,37.54638418,126.9451082
06-0000001426,5,8,2,2,440,37.59280634,126.9645029
06-0000001537,5,8,4,2,110,37.54599909,126.9462774
06-0000001669,5,8,2,2,110,37.54218688,126.951546
06-0000001337,5,8,4,2,440,37.59131943,126.9431309
06-0000000017,5,8,1,1,380,37.58872559,126.9132178
06-0000000019,5,8,1,1,110,37.57055035,126.9887982
06-0000000235,5,8,4,2,380,37.5977488,126.9185467
06-0000000236,5,8,0,1,380,37.59774156,126.9184999
06-0000000329,5,8,4,2,380,37.58904053,126.9169803
06-0000000682,5,8,2,2,380,37.58000656,126.9338489
06-0000000451,5,8,0,1,410,37.57882395,126.9007196
06-0000001004,5,8,4,2,440,37.57671042,126.9201965
06-0000001447,5,8,2,2,560,37.54057878,126.9555322
06-0000001358,5,8,2,2,440,37.54557528,126.9560023
06-0000001453,5,8,4,2,440,37.53987574,126.9475596
06-0000001562,5,8,2,2,410,37.58507077,126.9442322
06-0000000165,5,8,2,2,410,37.59446299,126.9465965
06-0000000166,5,8,2,2,410,37.58649505,126.9228348
06-0000000167,5,8,4,2,380,37.58638835,126.8882472
06-0000000260,5,8,4,6,380,37.58640764,126.9132854
06-0000000261,5,8,2,2,410,37.59244744,126.9469308
06-0000000263,5,8,2,2,410,37.52162161,126.8399952
06-0000000348,5,8,2,2,380,37.60385191,126.9349242
06-0000000349,5,8,2,2,380,37.60350995,126.9254441
06-0000000350,5,8,2,2,380,37.60347178,126.9272429
06-0000000352,5,8,2,1,380,37.6034236,126.9271223
06-0000000353,5,8,4,6,380,37.60331489,126.9271324
06-0000000354,5,8,2,2,380,37.5932926,126.9474954
06-0000000355,5,8,2,2,380,37.59435488,126.922995
06-0000000052,5,8,4,6,440,37.59400874,126.9180828
06-0000000053,5,8,1,1,140,37.59389792,126.9179263
06-0000000054,5,8,2,1,500,37.59386541,126.9181984
06-0000000893,0,0,0,1,440,37.55989194,126.9027967
06-0000003213,5,8,4,1,710,37.55139943,126.8166989
06-0000003318,5,8,4,1,710,37.5690026,126.9978244
06-0000003320,5,8,4,1,650,37.53371008,126.8462766
06-0000003404,5,8,4,1,710,37.49583581,127.1395189
06-0000003717,5,8,0,1,590,37.55940102,126.8411416
06-0000003718,5,8,1,1,590,37.57052926,126.8430019
06-0000003719,5,8,4,1,590,37.57109398,126.8043174
06-0000003720,5,8,1,1,590,37.50649365,127.1088225
06-0000003831,5,8,0,1,620,37.50446693,127.1247414
06-0000003833,5,8,0,1,620,37.51203975,127.1133021
06-0000003834,5,8,4,6,620,37.47685884,126.9365561
06-0000003922,5,8,0,1,650,37.47663623,126.9367165
06-0000003924,5,8,1,1,590,37.47712597,126.9375416
06-0000003925,5,8,2,1,650,37.47717884,126.9372475
06-0000003926,5,8,2,1,650,37.47771611,126.934978
06-0000003927,5,8,2,1,650,37.48405621,127.0112198
06-0000003930,5,8,4,1,650,37.48961086,127.027729
06-0000003931,5,8,4,1,650,37.53335484,126.845773
06-0000003597,5,8,2,1,710,37.51259062,127.1197141
06-0000003598,5,8,2,1,710,37.49078077,127.1567027
06-0000003601,5,8,2,6,230,37.52794498,126.8523516
06-0000001155,5,8,2,2,440,37.55786831,126.922927
06-0000001156,5,8,4,2,440,37.55783023,126.9042372
06-0000001522,5,8,2,2,110,37.59788069,126.9625244
06-0000001633,5,8,4,2,410,37.59694345,126.9477058
06-0000001634,5,8,2,2,110,37.57048842,126.959992
06-0000001636,5,8,2,2,410,37.57035157,126.962439
06-0000001637,5,8,2,2,410,37.57029545,126.9326096
06-0000001639,5,8,2,2,410,37.57020606,126.9327028
06-0000001319,5,8,4,2,440,37.57016252,126.932588
06-0000001051,5,8,0,1,440,37.57229288,126.9612902
06-0000001108,5,8,0,2,440,37.54751369,126.9310026
06-0000001194,5,8,0,1,440,37.60493737,126.9651624
06-0000001271,5,8,2,2,440,37.603493,126.9614511
06-0000001118,5,8,0,2,440,37.57156819,126.9611509
06-0000001200,5,8,0,1,440,37.57135309,126.9407988
06-0000001620,5,8,2,2,410,37.58738074,126.922669
06-0000001626,5,8,2,2,410,37.54382595,126.9545202
06-0000001405,5,8,4,2,440,37.57094879,126.9343318
06-0000001501,5,8,4,2,110,37.56275926,126.9375491
06-0000001502,5,8,2,2,110,37.56272982,126.9646601
06-0000001503,5,8,4,6,110,37.56265326,126.9554296
06-0000000924,5,8,4,2,440,37.56621013,126.8993982
06-0000000813,5,8,4,6,410,37.60611343,126.9230795
06-0000001657,5,8,2,2,410,37.54655049,126.9452605
06-0000000020,5,8,4,6,410,37.5957141,126.9551116
06-0000000022,5,8,4,1,410,37.57040109,126.9829826
06-0000000024,5,8,1,1,410,37.55826204,126.9275977
06-0000000142,5,8,0,1,440,37.54914177,126.9389452
06-0000000143,5,8,0,1,440,37.5527662,126.937392
06-0000000144,5,8,0,1,440,37.5522665,126.9375046
06-0000000145,5,8,0,1,440,37.55320059,126.9373137
06-0000000147,5,8,0,1,410,37.59679736,126.9563781
06-0000000239,5,8,2,2,380,37.59717833,126.9242927
06-0000000240,5,8,2,2,380,37.59648055,126.9093608
06-0000000241,5,8,2,2,380,37.58868406,126.919174
06-0000000243,5,8,2,2,380,37.58855976,126.9130215
06-0000000244,5,8,2,2,380,37.58843359,126.9358624
06-0000000245,5,8,2,2,380,37.58830702,126.9166782
06-0000000332,5,8,4,2,410,37.55963149,126.8036975
06-0000000636,5,8,4,6,380,37.62592027,126.9183235
06-0000000691,5,8,4,6,380,37.61878704,126.9152982
06-0000000692,5,8,0,1,380,37.61858019,126.9167307
06-0000030804,0,0,4,1,170,37.54660161,126.9631574
06-0000030808,0,0,0,1,170,37.61472144,127.020705
06-0000032213,0,0,0,1,560,37.49245468,126.9000018
06-0000032322,0,0,4,1,350,37.58101079,127.0510274
06-0000032326,0,0,4,1,710,37.58086545,127.0471075
06-0000032327,0,0,4,1,710,37.58090219,127.0471192
06-0000032330,0,0,0,1,710,37.58099768,127.047151
06-0000032331,0,0,0,1,710,37.58098541,127.0468549
06-0000032039,0,0,0,1,740,37.56809794,127.1725547
06-0000032040,0,0,0,1,740,37.56494141,127.1781291
06-0000032102,0,0,0,1,740,37.49288494,126.899627
06-0000032104,0,0,0,1,740,37.49353364,126.8991082
06-0000032214,0,0,0,1,560,37.48831659,127.0501609
06-0000032216,0,0,0,1,560,37.48809404,127.0497236
06-0000032217,0,0,0,1,560,37.48831123,127.0496524
06-0000032218,0,0,0,1,560,37.5810844,127.0468798
06-0000032221,0,0,0,1,560,37.5813528,127.0467595
06-0000032222,0,0,2,1,680,37.50556024,127.1072712
06-0000032223,0,0,0,1,560,37.5052933,127.1067638
06-0000034637,0,0,0,1,740,37.49870495,126.9137166
06-0000034831,0,0,4,1,620,37.49274272,126.9241083
06-0000032351,0,0,4,1,290,37.54136626,126.868935
06-0000032353,0,0,0,1,620,37.54164806,126.8690947
06-0000032354,0,0,0,1,620,37.54170179,126.8690286
06-0000032049,0,0,0,1,740,37.54168425,126.8691894
06-0000035211,0,0,0,1,680,37.56434976,126.9781416
06-0000035212,0,0,0,1,680,37.56390393,126.978474
06-0000034661,0,0,0,1,0,37.48527696,126.819475
06-0000034662,0,0,0,1,0,37.48491088,126.8201856
06-0000034663,0,0,0,1,0,37.4849246,126.8203106
06-0000034664,0,0,0,1,0,37.48437245,126.8209766
06-0000034667,0,0,4,6,140,37.49412546,126.8869208
06-0000034668,0,0,4,1,140,37.49490926,126.8917199
06-0000034670,0,0,0,1,440,37.50254369,126.8862129
06-0000034874,0,0,0,1,590,37.52289654,127.0568855
06-0000034876,0,0,0,1,620,37.57955646,126.894489
06-0000034877,0,0,4,6,410,37.47292404,126.8850212
06-0000034878,0,0,0,1,200,37.51380947,126.9203381
06-0000035045,0,0,0,1,530,37.59761416,126.9564222
06-0000035047,0,0,0,1,140,37.48408243,126.9297097
06-0000030748,0,0,0,1,560,37.57568993,126.9164244
06-0000030986,0,0,0,1,540,37.516264,126.9039729
06-0000001486,5,8,4,2,110,37.60826799,126.9570792
06-0000000647,5,8,2,2,380,37.61651871,126.9143551
06-0000000649,5,8,2,2,380,37.60924578,126.916086
06-0000000650,5,8,2,2,380,37.57764758,126.9210918
06-0000000711,5,8,4,2,380,37.62150721,126.9262372
06-0000000712,5,8,4,2,380,37.62151794,126.9166228
06-0000000576,0,0,4,1,380,37.62139753,126.9264464
06-0000000577,5,8,2,2,380,37.621393,126.9190474
06-0000000579,5,8,2,2,380,37.6212195,126.9286965
06-0000000580,5,8,2,2,380,37.6099178,126.9282529
06-0000000581,5,8,2,6,380,37.5838937,126.9796852
06-0000000653,5,8,0,1,380,37.60967979,126.9354174
06-0000000713,5,8,4,2,380,37.62105707,126.919827
06-0000000714,5,8,0,1,380,37.58021795,126.8766914
06-0000000715,5,8,4,6,380,37.58011146,126.8764308
06-0000000716,5,8,2,2,380,37.57994932,126.8762668
06-0000000585,5,8,2,2,380,37.61641447,126.9143429
06-0000000587,5,8,2,2,380,37.61597508,126.9136303
06-0000001133,5,8,4,2,440,37.55669051,126.9319587
06-0000001214,5,8,0,2,440,37.55659847,126.9426001
06-0000001217,5,8,2,1,440,37.55645529,126.9459075
06-0000030824,0,0,0,1,560,37.50632816,126.8614656
06-0000030825,0,0,0,1,560,37.56737311,127.0234268
06-0000030946,0,0,0,1,470,37.56619461,127.0237028
06-0000030948,0,0,0,1,300,37.50538452,126.8621388
06-0000030949,0,0,0,1,300,37.55644329,126.9357103
06-0000030951,0,0,0,1,530,37.6187655,127.0191583
06-0000034695,0,0,0,1,380,37.5068172,126.9584678
06-0000034698,0,0,0,1,380,37.53931431,126.8658535
06-0000034893,0,0,0,1,440,37.51306207,126.9285037
06-0000034896,0,0,0,1,440,37.59226176,127.0166922
06-0000035078,0,0,4,6,590,37.5763147,126.893513
06-0000030680,0,0,4,1,710,37.52141118,126.9939214
06-0000030802,0,0,0,1,170,37.50271059,127.003777
06-0000030803,0,0,0,1,170,37.54640328,126.963294
06-0000030931,0,0,0,1,300,37.54686351,126.9614183
06-0000030934,0,0,4,1,300,37.61487877,127.0209035
06-0000031029,0,0,0,1,290,37.61463888,127.0207883
06-0000031030,0,0,0,1,290,37.62082744,127.0460575
06-0000031031,0,0,0,1,290,37.61997329,127.0465381
06-0000031033,0,0,0,1,290,37.61923954,127.0473297
06-0000032136,0,0,0,1,500,37.54742184,127.074277
06-0000032258,2,0,2,1,710,37.62189478,127.0268696
06-0000032109,0,0,0,1,740,37.60069519,126.9043354
06-0000032346,0,0,0,1,710,37.53981744,126.868687
06-0000035210,0,0,0,1,680,37.46289762,127.0352279
06-0000034665,0,0,0,1,0,37.50324598,126.8858123
06-0000035044,0,0,0,1,500,37.59641149,126.9184325
06-0000035194,0,0,0,1,210,37.50166784,126.9164673
06-0000030638,0,0,4,1,290,37.56000563,126.9819443
06-0000030639,0,0,0,1,290,37.56028213,126.9818959
06-0000030640,0,0,4,6,290,37.56067261,126.9821879
06-0000030642,0,0,4,1,290,37.59139997,127.0804103
06-0000030644,0,0,0,1,410,37.50876508,126.9639988
06-0000030753,0,0,0,1,560,37.51837609,126.9010793
06-0000030755,0,0,4,6,560,37.52875359,126.9178335
06-0000030756,0,0,2,6,560,37.52808755,126.9183784
06-0000030757,0,0,4,6,560,37.52780642,126.9187871
06-0000030758,0,0,2,1,560,37.52732798,126.9180281
06-0000030760,0,0,0,1,560,37.53867773,126.8847792
06-0000030761,0,0,0,1,560,37.56055078,126.9820041
06-0000032399,0,0,0,1,380,37.56526618,127.173722
06-0000035207,0,0,4,3,290,37.48815509,126.8806149
06-0000035051,0,0,0,1,140,37.53601324,126.9996618
06-0000035053,0,0,0,1,530,37.59163416,126.9350385
06-0000035054,0,0,2,1,530,37.59460207,126.9145417
06-0000035055,0,0,4,1,530,37.56834867,127.0195041
06-0000030862,0,0,2,1,560,37.63134431,126.9218263
06-0000030976,0,0,0,1,560,37.4813226,126.8785644
06-0000030982,0,0,4,1,290,37.60859264,127.0372607
06-0000030634,0,0,4,1,290,37.60833204,127.0365113
06-0000030749,0,0,0,1,740,37.51576714,126.9025932
06-0000030869,0,0,0,1,110,37.5339022,126.9023081
06-0000030990,0,0,0,1,140,37.52669251,126.9186475
06-0000030641,0,0,0,1,290,37.57619692,126.9163695
06-0000030754,0,0,2,1,560,37.53184073,126.9115326
06-0000030759,0,0,2,6,560,37.56944905,126.9757021
06-0000030874,0,0,4,1,560,37.69061943,127.0455154
06-0000030875,0,0,4,1,560,37.57282989,127.0076688
06-0000030877,0,0,4,1,560,37.51627295,126.8852137
06-0000030992,0,0,0,1,140,37.51637557,126.8851246
06-0000030993,0,0,4,1,140,37.51832216,126.9034796
